scenario,region,crop,Year,gcam,fao,error,pct_error
GCAM_Hist_Forecast,Western Europe,SugarCrop,2000,29.72765697,23.39779,6.329866972,27.05326859
GCAM_Hist_Forecast_Bio,Western Europe,SugarCrop,2000,29.72765697,23.39779,6.329866972,27.05326859
GCAM_History,Western Europe,SugarCrop,2000,30.82683567,23.39779,7.429045672,31.75105714
GCAM_History_Bio,Western Europe,SugarCrop,2000,30.82683567,23.39779,7.429045672,31.75105714
GCAM_Hist_Forecast,Africa,Wheat,2000,78.41687599,81.42379,-3.006914008,-3.692918259
GCAM_Hist_Forecast_Bio,Africa,Wheat,2000,78.41687599,81.42379,-3.006914008,-3.692918259
GCAM_History,Africa,Wheat,2000,87.37219924,81.42379,5.948409243,7.305492956
GCAM_History_Bio,Africa,Wheat,2000,87.37219924,81.42379,5.948409243,7.305492956
GCAM_Hist_Forecast,Australia_NZ,Wheat,2000,69.65044502,121.935,-52.28455498,-42.87903799
GCAM_Hist_Forecast_Bio,Australia_NZ,Wheat,2000,69.65044502,121.935,-52.28455498,-42.87903799
GCAM_History,Australia_NZ,Wheat,2000,88.74628698,121.935,-33.18871302,-27.21836472
GCAM_History_Bio,Australia_NZ,Wheat,2000,88.74628698,121.935,-33.18871302,-27.21836472
GCAM_Hist_Forecast,Canada,Wheat,2000,117.5838661,108.548,9.03586605,8.324304501
GCAM_Hist_Forecast_Bio,Canada,Wheat,2000,117.5838661,108.548,9.03586605,8.324304501
GCAM_History,Canada,Wheat,2000,137.014606,108.548,28.46660597,26.2249014
GCAM_History_Bio,Canada,Wheat,2000,137.014606,108.548,28.46660597,26.2249014
GCAM_Hist_Forecast,China,Wheat,2000,306.803623,268.90907,37.89455299,14.09195792
GCAM_Hist_Forecast_Bio,China,Wheat,2000,306.803623,268.90907,37.89455299,14.09195792
GCAM_History,China,Wheat,2000,349.8910755,268.90907,80.98200549,30.11501452
GCAM_History_Bio,China,Wheat,2000,349.8910755,268.90907,80.98200549,30.11501452
GCAM_Hist_Forecast,Eastern Europe,Wheat,2000,90.02179868,92.06599,-2.044191323,-2.220354468
GCAM_Hist_Forecast_Bio,Eastern Europe,Wheat,2000,90.02179868,92.06599,-2.044191323,-2.220354468
GCAM_History,Eastern Europe,Wheat,2000,59.62094282,92.06599,-32.44504718,-35.24107781
GCAM_History_Bio,Eastern Europe,Wheat,2000,59.62094282,92.06599,-32.44504718,-35.24107781
GCAM_Hist_Forecast,Former Soviet Union,Wheat,2000,429.581393,415.10206,14.479333,3.488138074
GCAM_Hist_Forecast_Bio,Former Soviet Union,Wheat,2000,429.581393,415.10206,14.479333,3.488138074
GCAM_History,Former Soviet Union,Wheat,2000,298.289868,415.10206,-116.812192,-28.14059559
GCAM_History_Bio,Former Soviet Union,Wheat,2000,298.289868,415.10206,-116.812192,-28.14059559
GCAM_Hist_Forecast,India,Wheat,2000,229.6178387,274.86,-45.24216129,-16.46007469
GCAM_Hist_Forecast_Bio,India,Wheat,2000,229.6178387,274.86,-45.24216129,-16.46007469
GCAM_History,India,Wheat,2000,308.5595797,274.86,33.69957975,12.26063441
GCAM_History_Bio,India,Wheat,2000,308.5595797,274.86,33.69957975,12.26063441
GCAM_Hist_Forecast,Japan,Wheat,2000,2.096699462,1.83,0.266699462,14.57374107
GCAM_Hist_Forecast_Bio,Japan,Wheat,2000,2.096699462,1.83,0.266699462,14.57374107
GCAM_History,Japan,Wheat,2000,2.420066926,1.83,0.590066926,32.24409432
GCAM_History_Bio,Japan,Wheat,2000,2.420066926,1.83,0.590066926,32.24409432
GCAM_Hist_Forecast,Korea,Wheat,2000,0.003004292,0.00919,-0.006185708,-67.30911662
GCAM_Hist_Forecast_Bio,Korea,Wheat,2000,0.003004292,0.00919,-0.006185708,-67.30911662
GCAM_History,Korea,Wheat,2000,0.002403265,0.00919,-0.006786735,-73.84912429
GCAM_History_Bio,Korea,Wheat,2000,0.002403265,0.00919,-0.006786735,-73.84912429
GCAM_Hist_Forecast,Latin America,Wheat,2000,75.93699137,92.46549,-16.52849863,-17.8753161
GCAM_Hist_Forecast_Bio,Latin America,Wheat,2000,75.93699137,92.46549,-16.52849863,-17.8753161
GCAM_History,Latin America,Wheat,2000,129.56645,92.46549,37.10096003,40.12411553
GCAM_History_Bio,Latin America,Wheat,2000,129.56645,92.46549,37.10096003,40.12411553
GCAM_Hist_Forecast,Middle East,Wheat,2000,95.4295796,86.3079,9.121679599,10.56876555
GCAM_Hist_Forecast_Bio,Middle East,Wheat,2000,95.4295796,86.3079,9.121679599,10.56876555
GCAM_History,Middle East,Wheat,2000,97.36704537,86.3079,11.05914537,12.81359571
GCAM_History_Bio,Middle East,Wheat,2000,97.36704537,86.3079,11.05914537,12.81359571
GCAM_Hist_Forecast,Southeast Asia,Wheat,2000,98.09834853,120.70528,-22.60693147,-18.72903279
GCAM_Hist_Forecast_Bio,Southeast Asia,Wheat,2000,98.09834853,120.70528,-22.60693147,-18.72903279
GCAM_History,Southeast Asia,Wheat,2000,129.9054957,120.70528,9.200215725,7.622049114
GCAM_History_Bio,Southeast Asia,Wheat,2000,129.9054957,120.70528,9.200215725,7.622049114
GCAM_Hist_Forecast,USA,Wheat,2000,212.2158555,214.741,-2.525144459,-1.175902347
GCAM_Hist_Forecast_Bio,USA,Wheat,2000,212.2158555,214.741,-2.525144459,-1.175902347
GCAM_History,USA,Wheat,2000,240.4028768,214.741,25.66187683,11.95015243
GCAM_History_Bio,USA,Wheat,2000,240.4028768,214.741,25.66187683,11.95015243
GCAM_Hist_Forecast,Western Europe,Wheat,2000,260.2349865,275.4663,-15.23131346,-5.529283786
GCAM_Hist_Forecast_Bio,Western Europe,Wheat,2000,260.2349865,275.4663,-15.23131346,-5.529283786
GCAM_History,Western Europe,Wheat,2000,282.3175073,275.4663,6.851207277,2.487130831
GCAM_History_Bio,Western Europe,Wheat,2000,282.3175073,275.4663,6.851207277,2.487130831
GCAM_Hist_Forecast,Africa,Corn,2001,224.9419633,246.05921,-21.11724666,-8.582180957
GCAM_Hist_Forecast_Bio,Africa,Corn,2001,224.9419633,246.05921,-21.11724666,-8.582180957
GCAM_History,Africa,Corn,2001,216.1099947,246.05921,-29.94921533,-12.17154819
GCAM_History_Bio,Africa,Corn,2001,216.1099947,246.05921,-29.94921533,-12.17154819
GCAM_Hist_Forecast,Australia_NZ,Corn,2001,0.777548247,1.00993,-0.232381753,-23.00968908
GCAM_Hist_Forecast_Bio,Australia_NZ,Corn,2001,0.777548247,1.00993,-0.232381753,-23.00968908
GCAM_History,Australia_NZ,Corn,2001,0.501255718,1.00993,-0.508674282,-50.36728106
GCAM_History_Bio,Australia_NZ,Corn,2001,0.501255718,1.00993,-0.508674282,-50.36728106
GCAM_Hist_Forecast,Canada,Corn,2001,8.840291901,12.99977,-4.159478099,-31.99655147
GCAM_Hist_Forecast_Bio,Canada,Corn,2001,8.840291901,12.99977,-4.159478099,-31.99655147
GCAM_History,Canada,Corn,2001,6.626084071,12.99977,-6.373685929,-49.02922074
GCAM_History_Bio,Canada,Corn,2001,6.626084071,12.99977,-6.373685929,-49.02922074
GCAM_Hist_Forecast,China,Corn,2001,228.5543236,256.03669,-27.48236637,-10.733761
GCAM_Hist_Forecast_Bio,China,Corn,2001,228.5543236,256.03669,-27.48236637,-10.733761
GCAM_History,China,Corn,2001,147.9682939,256.03669,-108.0683961,-42.20816793
GCAM_History_Bio,China,Corn,2001,147.9682939,256.03669,-108.0683961,-42.20816793
GCAM_Hist_Forecast,Eastern Europe,Corn,2001,67.31794085,70.00669,-2.688749149,-3.840703151
GCAM_Hist_Forecast_Bio,Eastern Europe,Corn,2001,67.31794085,70.00669,-2.688749149,-3.840703151
GCAM_History,Eastern Europe,Corn,2001,87.09984442,70.00669,17.09315442,24.41645851
GCAM_History_Bio,Eastern Europe,Corn,2001,87.09984442,70.00669,17.09315442,24.41645851
GCAM_Hist_Forecast,Former Soviet Union,Corn,2001,31.52074,25.11125,6.40949,25.52437652
GCAM_Hist_Forecast_Bio,Former Soviet Union,Corn,2001,31.52074,25.11125,6.40949,25.52437652
GCAM_History,Former Soviet Union,Corn,2001,15.9437018,25.11125,-9.1675482,-36.50773339
GCAM_History_Bio,Former Soviet Union,Corn,2001,15.9437018,25.11125,-9.1675482,-36.50773339
GCAM_Hist_Forecast,India,Corn,2001,52.34576582,65.815,-13.46923418,-20.46529542
GCAM_Hist_Forecast_Bio,India,Corn,2001,52.34576582,65.815,-13.46923418,-20.46529542
GCAM_History,India,Corn,2001,59.67137867,65.815,-6.143621334,-9.334682571
GCAM_History_Bio,India,Corn,2001,59.67137867,65.815,-6.143621334,-9.334682571
GCAM_Hist_Forecast,Japan,Corn,2001,0.354848283,0.28668,0.068168283,23.77852763
GCAM_Hist_Forecast_Bio,Japan,Corn,2001,0.354848283,0.28668,0.068168283,23.77852763
GCAM_History,Japan,Corn,2001,0.220092386,0.28668,-0.066587614,-23.22715705
GCAM_History_Bio,Japan,Corn,2001,0.220092386,0.28668,-0.066587614,-23.22715705
GCAM_Hist_Forecast,Korea,Corn,2001,0.276652048,0.14208,0.134572048,94.7156866
GCAM_Hist_Forecast_Bio,Korea,Corn,2001,0.276652048,0.14208,0.134572048,94.7156866
GCAM_History,Korea,Corn,2001,0.122284644,0.14208,-0.019795356,-13.93254212
GCAM_History_Bio,Korea,Corn,2001,0.122284644,0.14208,-0.019795356,-13.93254212
GCAM_Hist_Forecast,Latin America,Corn,2001,231.5385778,280.20499,-48.66641223,-17.36814617
GCAM_Hist_Forecast_Bio,Latin America,Corn,2001,231.5385778,280.20499,-48.66641223,-17.36814617
GCAM_History,Latin America,Corn,2001,336.9559922,280.20499,56.75100218,20.25338741
GCAM_History_Bio,Latin America,Corn,2001,336.9559922,280.20499,56.75100218,20.25338741
GCAM_Hist_Forecast,Middle East,Corn,2001,2.646324069,3.73613,-1.089805931,-29.1693793
GCAM_Hist_Forecast_Bio,Middle East,Corn,2001,2.646324069,3.73613,-1.089805931,-29.1693793
GCAM_History,Middle East,Corn,2001,2.559122113,3.73613,-1.177007887,-31.50339756
GCAM_History_Bio,Middle East,Corn,2001,2.559122113,3.73613,-1.177007887,-31.50339756
GCAM_Hist_Forecast,Southeast Asia,Corn,2001,90.35046343,94.25061,-3.900146568,-4.138059763
GCAM_Hist_Forecast_Bio,Southeast Asia,Corn,2001,90.35046343,94.25061,-3.900146568,-4.138059763
GCAM_History,Southeast Asia,Corn,2001,110.4232405,94.25061,16.17263049,17.15917859
GCAM_History_Bio,Southeast Asia,Corn,2001,110.4232405,94.25061,16.17263049,17.15917859
GCAM_Hist_Forecast,USA,Corn,2001,255.9158138,281.10036,-25.1845462,-8.959272125
GCAM_Hist_Forecast_Bio,USA,Corn,2001,255.9158138,281.10036,-25.1845462,-8.959272125
GCAM_History,USA,Corn,2001,239.484385,281.10036,-41.61597496,-14.80466797
GCAM_History_Bio,USA,Corn,2001,239.484385,281.10036,-41.61597496,-14.80466797
GCAM_Hist_Forecast,Western Europe,Corn,2001,49.71820364,51.63866,-1.920456357,-3.719028257
GCAM_Hist_Forecast_Bio,Western Europe,Corn,2001,49.71820364,51.63866,-1.920456357,-3.719028257
GCAM_History,Western Europe,Corn,2001,51.25316206,51.63866,-0.385497944,-0.746529721
GCAM_History_Bio,Western Europe,Corn,2001,51.25316206,51.63866,-0.385497944,-0.746529721
GCAM_Hist_Forecast,Africa,MiscCrop,2001,335.4812959,430.61251,-95.13121409,-22.09206929
GCAM_Hist_Forecast_Bio,Africa,MiscCrop,2001,335.4812959,430.61251,-95.13121409,-22.09206929
GCAM_History,Africa,MiscCrop,2001,226.0014662,430.61251,-204.6110438,-47.5162795
GCAM_History_Bio,Africa,MiscCrop,2001,226.0014662,430.61251,-204.6110438,-47.5162795
GCAM_Hist_Forecast,Australia_NZ,MiscCrop,2001,2.354001695,25.17617,-22.82216831,-90.64988164
GCAM_Hist_Forecast_Bio,Australia_NZ,MiscCrop,2001,2.354001695,25.17617,-22.82216831,-90.64988164
GCAM_History,Australia_NZ,MiscCrop,2001,11.60976094,25.17617,-13.56640906,-53.88591298
GCAM_History_Bio,Australia_NZ,MiscCrop,2001,11.60976094,25.17617,-13.56640906,-53.88591298
GCAM_Hist_Forecast,Canada,MiscCrop,2001,5.14996483,27.741969,-22.59200417,-81.43619571
GCAM_Hist_Forecast_Bio,Canada,MiscCrop,2001,5.14996483,27.741969,-22.59200417,-81.43619571
GCAM_History,Canada,MiscCrop,2001,1.2861233,27.741969,-26.4558457,-95.36397975
GCAM_History_Bio,Canada,MiscCrop,2001,1.2861233,27.741969,-26.4558457,-95.36397975
GCAM_Hist_Forecast,China,MiscCrop,2001,223.8437698,382.06721,-158.2234402,-41.41246254
GCAM_Hist_Forecast_Bio,China,MiscCrop,2001,223.8437698,382.06721,-158.2234402,-41.41246254
GCAM_History,China,MiscCrop,2001,238.103625,382.06721,-143.963585,-37.68017282
GCAM_History_Bio,China,MiscCrop,2001,238.103625,382.06721,-143.963585,-37.68017282
GCAM_Hist_Forecast,Eastern Europe,MiscCrop,2001,52.37212531,35.72331,16.64881531,46.60490675
GCAM_Hist_Forecast_Bio,Eastern Europe,MiscCrop,2001,52.37212531,35.72331,16.64881531,46.60490675
GCAM_History,Eastern Europe,MiscCrop,2001,40.84788633,35.72331,5.12457633,14.34518898
GCAM_History_Bio,Eastern Europe,MiscCrop,2001,40.84788633,35.72331,5.12457633,14.34518898
GCAM_Hist_Forecast,Former Soviet Union,MiscCrop,2001,110.236649,63.03826,47.198389,74.87260752
GCAM_Hist_Forecast_Bio,Former Soviet Union,MiscCrop,2001,110.236649,63.03826,47.198389,74.87260752
GCAM_History,Former Soviet Union,MiscCrop,2001,94.897864,63.03826,31.859604,50.54010691
GCAM_History_Bio,Former Soviet Union,MiscCrop,2001,94.897864,63.03826,31.859604,50.54010691
GCAM_Hist_Forecast,India,MiscCrop,2001,365.7337288,330.84109,34.89263877,10.54664606
GCAM_Hist_Forecast_Bio,India,MiscCrop,2001,365.7337288,330.84109,34.89263877,10.54664606
GCAM_History,India,MiscCrop,2001,413.0589598,330.84109,82.21786984,24.85116641
GCAM_History_Bio,India,MiscCrop,2001,413.0589598,330.84109,82.21786984,24.85116641
GCAM_Hist_Forecast,Japan,MiscCrop,2001,10.33043204,8.0155,2.314932037,28.88069411
GCAM_Hist_Forecast_Bio,Japan,MiscCrop,2001,10.33043204,8.0155,2.314932037,28.88069411
GCAM_History,Japan,MiscCrop,2001,6.578314162,8.0155,-1.437185838,-17.93008344
GCAM_History_Bio,Japan,MiscCrop,2001,6.578314162,8.0155,-1.437185838,-17.93008344
GCAM_Hist_Forecast,Korea,MiscCrop,2001,7.311461634,6.84558,0.465881634,6.805583074
GCAM_Hist_Forecast_Bio,Korea,MiscCrop,2001,7.311461634,6.84558,0.465881634,6.805583074
GCAM_History,Korea,MiscCrop,2001,4.757164188,6.84558,-2.088415812,-30.5075072
GCAM_History_Bio,Korea,MiscCrop,2001,4.757164188,6.84558,-2.088415812,-30.5075072
GCAM_Hist_Forecast,Latin America,MiscCrop,2001,257.3443084,255.413595,1.930713445,0.755916475
GCAM_Hist_Forecast_Bio,Latin America,MiscCrop,2001,257.3443084,255.413595,1.930713445,0.755916475
GCAM_History,Latin America,MiscCrop,2001,228.562,255.413595,-26.85159499,-10.51298581
GCAM_History_Bio,Latin America,MiscCrop,2001,228.562,255.413595,-26.85159499,-10.51298581
GCAM_Hist_Forecast,Middle East,MiscCrop,2001,48.12923769,59.5156835,-11.38644581,-19.13184078
GCAM_Hist_Forecast_Bio,Middle East,MiscCrop,2001,48.12923769,59.5156835,-11.38644581,-19.13184078
GCAM_History,Middle East,MiscCrop,2001,24.77146161,59.5156835,-34.74422189,-58.37826242
GCAM_History_Bio,Middle East,MiscCrop,2001,24.77146161,59.5156835,-34.74422189,-58.37826242
GCAM_Hist_Forecast,Southeast Asia,MiscCrop,2001,141.5406898,194.47268,-52.93199023,-27.21821401
GCAM_Hist_Forecast_Bio,Southeast Asia,MiscCrop,2001,141.5406898,194.47268,-52.93199023,-27.21821401
GCAM_History,Southeast Asia,MiscCrop,2001,92.2367126,194.47268,-102.2359674,-52.57086363
GCAM_History_Bio,Southeast Asia,MiscCrop,2001,92.2367126,194.47268,-102.2359674,-52.57086363
GCAM_Hist_Forecast,USA,MiscCrop,2001,38.2719538,37.28247,0.989483796,2.654018888
GCAM_Hist_Forecast_Bio,USA,MiscCrop,2001,38.2719538,37.28247,0.989483796,2.654018888
GCAM_History,USA,MiscCrop,2001,32.91652047,37.28247,-4.365949532,-11.71046213
GCAM_History_Bio,USA,MiscCrop,2001,32.91652047,37.28247,-4.365949532,-11.71046213
GCAM_Hist_Forecast,Western Europe,MiscCrop,2001,164.1703767,141.07377,23.09660668,16.37200642
GCAM_Hist_Forecast_Bio,Western Europe,MiscCrop,2001,164.1703767,141.07377,23.09660668,16.37200642
GCAM_History,Western Europe,MiscCrop,2001,133.124496,141.07377,-7.949274028,-5.634834901
GCAM_History_Bio,Western Europe,MiscCrop,2001,133.124496,141.07377,-7.949274028,-5.634834901
GCAM_Hist_Forecast,Africa,OilCrop,2001,132.2519895,181.08561,-48.83362052,-26.96714583
GCAM_Hist_Forecast_Bio,Africa,OilCrop,2001,132.2519895,181.08561,-48.83362052,-26.96714583
GCAM_History,Africa,OilCrop,2001,115.4566987,181.08561,-65.62891129,-36.24192518
GCAM_History_Bio,Africa,OilCrop,2001,115.4566987,181.08561,-65.62891129,-36.24192518
GCAM_Hist_Forecast,Australia_NZ,OilCrop,2001,5.124614912,14.79454,-9.669925088,-65.36144475
GCAM_Hist_Forecast_Bio,Australia_NZ,OilCrop,2001,5.124614912,14.79454,-9.669925088,-65.36144475
GCAM_History,Australia_NZ,OilCrop,2001,3.397252873,14.79454,-11.39728713,-77.03711725
GCAM_History_Bio,Australia_NZ,OilCrop,2001,3.397252873,14.79454,-11.39728713,-77.03711725
GCAM_Hist_Forecast,Canada,OilCrop,2001,48.899488,57.428,-8.528512,-14.85079056
GCAM_Hist_Forecast_Bio,Canada,OilCrop,2001,48.899488,57.428,-8.528512,-14.85079056
GCAM_History,Canada,OilCrop,2001,28.688542,57.428,-28.739458,-50.04433029
GCAM_History_Bio,Canada,OilCrop,2001,28.688542,57.428,-28.739458,-50.04433029
GCAM_Hist_Forecast,China,OilCrop,2001,245.554471,254.15228,-8.597808959,-3.382935994
GCAM_Hist_Forecast_Bio,China,OilCrop,2001,245.554471,254.15228,-8.597808959,-3.382935994
GCAM_History,China,OilCrop,2001,215.6306539,254.15228,-38.5216261,-15.15690754
GCAM_History_Bio,China,OilCrop,2001,215.6306539,254.15228,-38.5216261,-15.15690754
GCAM_Hist_Forecast,Eastern Europe,OilCrop,2001,31.05047943,33.194,-2.143520571,-6.457554291
GCAM_Hist_Forecast_Bio,Eastern Europe,OilCrop,2001,31.05047943,33.194,-2.143520571,-6.457554291
GCAM_History,Eastern Europe,OilCrop,2001,23.5879205,33.194,-9.606079499,-28.93920437
GCAM_History_Bio,Eastern Europe,OilCrop,2001,23.5879205,33.194,-9.606079499,-28.93920437
GCAM_Hist_Forecast,Former Soviet Union,OilCrop,2001,90.419735,77.802549,12.617186,16.2169314
GCAM_Hist_Forecast_Bio,Former Soviet Union,OilCrop,2001,90.419735,77.802549,12.617186,16.2169314
GCAM_History,Former Soviet Union,OilCrop,2001,39.8252812,77.802549,-37.9772678,-48.81236963
GCAM_History_Bio,Former Soviet Union,OilCrop,2001,39.8252812,77.802549,-37.9772678,-48.81236963
GCAM_Hist_Forecast,India,OilCrop,2001,298.3240499,220.567,77.75704993,35.25325635
GCAM_Hist_Forecast_Bio,India,OilCrop,2001,298.3240499,220.567,77.75704993,35.25325635
GCAM_History,India,OilCrop,2001,243.5585323,220.567,22.99153231,10.42383145
GCAM_History_Bio,India,OilCrop,2001,243.5585323,220.567,22.99153231,10.42383145
GCAM_Hist_Forecast,Japan,OilCrop,2001,1.635289066,1.55044,0.084849066,5.472579789
GCAM_Hist_Forecast_Bio,Japan,OilCrop,2001,1.635289066,1.55044,0.084849066,5.472579789
GCAM_History,Japan,OilCrop,2001,1.632266604,1.55044,0.081826604,5.277637603
GCAM_History_Bio,Japan,OilCrop,2001,1.632266604,1.55044,0.081826604,5.277637603
GCAM_Hist_Forecast,Korea,OilCrop,2001,2.928685934,1.57192,1.356765934,86.31265804
GCAM_Hist_Forecast_Bio,Korea,OilCrop,2001,2.928685934,1.57192,1.356765934,86.31265804
GCAM_History,Korea,OilCrop,2001,1.669574302,1.57192,0.097654302,6.212421896
GCAM_History_Bio,Korea,OilCrop,2001,1.669574302,1.57192,0.097654302,6.212421896
GCAM_Hist_Forecast,Latin America,OilCrop,2001,267.9910203,300.48848,-32.49745974,-10.81487708
GCAM_Hist_Forecast_Bio,Latin America,OilCrop,2001,267.9910203,300.48848,-32.49745974,-10.81487708
GCAM_History,Latin America,OilCrop,2001,290.8454255,300.48848,-9.643054499,-3.209126186
GCAM_History_Bio,Latin America,OilCrop,2001,290.8454255,300.48848,-9.643054499,-3.209126186
GCAM_Hist_Forecast,Middle East,OilCrop,2001,9.637452078,11.02967,-1.392217922,-12.62248029
GCAM_Hist_Forecast_Bio,Middle East,OilCrop,2001,9.637452078,11.02967,-1.392217922,-12.62248029
GCAM_History,Middle East,OilCrop,2001,5.364972015,11.02967,-5.664697985,-51.35872591
GCAM_History_Bio,Middle East,OilCrop,2001,5.364972015,11.02967,-5.664697985,-51.35872591
GCAM_Hist_Forecast,Southeast Asia,OilCrop,2001,80.67619996,58.40301,22.27318996,38.13705828
GCAM_Hist_Forecast_Bio,Southeast Asia,OilCrop,2001,80.67619996,58.40301,22.27318996,38.13705828
GCAM_History,Southeast Asia,OilCrop,2001,59.41166517,58.40301,1.008655172,1.727060253
GCAM_History_Bio,Southeast Asia,OilCrop,2001,59.41166517,58.40301,1.008655172,1.727060253
GCAM_Hist_Forecast,USA,OilCrop,2001,286.1518779,320.65736,-34.50548209,-10.76085766
GCAM_Hist_Forecast_Bio,USA,OilCrop,2001,286.1518779,320.65736,-34.50548209,-10.76085766
GCAM_History,USA,OilCrop,2001,254.5089829,320.65736,-66.14837714,-20.62899075
GCAM_History_Bio,USA,OilCrop,2001,254.5089829,320.65736,-66.14837714,-20.62899075
GCAM_Hist_Forecast,Western Europe,OilCrop,2001,68.18616593,114.5703351,-46.38416917,-40.48532208
GCAM_Hist_Forecast_Bio,Western Europe,OilCrop,2001,68.18616593,114.5703351,-46.38416917,-40.48532208
GCAM_History,Western Europe,OilCrop,2001,135.0676488,114.5703351,20.49731371,17.89059418
GCAM_History_Bio,Western Europe,OilCrop,2001,135.0676488,114.5703351,20.49731371,17.89059418
GCAM_Hist_Forecast,Africa,OtherGrain,2001,365.6177067,496.18735,-130.5696433,-26.31458527
GCAM_Hist_Forecast_Bio,Africa,OtherGrain,2001,365.6177067,496.18735,-130.5696433,-26.31458527
GCAM_History,Africa,OtherGrain,2001,456.1994249,496.18735,-39.98792512,-8.059037604
GCAM_History_Bio,Africa,OtherGrain,2001,456.1994249,496.18735,-39.98792512,-8.059037604
GCAM_Hist_Forecast,Australia_NZ,OtherGrain,2001,43.95519256,58.16257,-14.20737744,-24.42701112
GCAM_Hist_Forecast_Bio,Australia_NZ,OtherGrain,2001,43.95519256,58.16257,-14.20737744,-24.42701112
GCAM_History,Australia_NZ,OtherGrain,2001,56.56783496,58.16257,-1.594735044,-2.741857941
GCAM_History_Bio,Australia_NZ,OtherGrain,2001,56.56783496,58.16257,-1.594735044,-2.741857941
GCAM_Hist_Forecast,Canada,OtherGrain,2001,58.56585013,58.607,-0.04114987,-0.070213234
GCAM_Hist_Forecast_Bio,Canada,OtherGrain,2001,58.56585013,58.607,-0.04114987,-0.070213234
GCAM_History,Canada,OtherGrain,2001,51.88049465,58.607,-6.72650535,-11.47730706
GCAM_History_Bio,Canada,OtherGrain,2001,51.88049465,58.607,-6.72650535,-11.47730706
GCAM_Hist_Forecast,China,OtherGrain,2001,85.41695891,49.71787,35.69908891,71.80333532
GCAM_Hist_Forecast_Bio,China,OtherGrain,2001,85.41695891,49.71787,35.69908891,71.80333532
GCAM_History,China,OtherGrain,2001,78.74278962,49.71787,29.02491962,58.37925
GCAM_History_Bio,China,OtherGrain,2001,78.74278962,49.71787,29.02491962,58.37925
GCAM_Hist_Forecast,Eastern Europe,OtherGrain,2001,96.52736167,90.56864,5.958721672,6.579232803
GCAM_Hist_Forecast_Bio,Eastern Europe,OtherGrain,2001,96.52736167,90.56864,5.958721672,6.579232803
GCAM_History,Eastern Europe,OtherGrain,2001,74.29676308,90.56864,-16.27187692,-17.96634786
GCAM_History_Bio,Eastern Europe,OtherGrain,2001,74.29676308,90.56864,-16.27187692,-17.96634786
GCAM_Hist_Forecast,Former Soviet Union,OtherGrain,2001,513.926463,316.66498,197.261483,62.29343169
GCAM_Hist_Forecast_Bio,Former Soviet Union,OtherGrain,2001,513.926463,316.66498,197.261483,62.29343169
GCAM_History,Former Soviet Union,OtherGrain,2001,508.370589,316.66498,191.705609,60.53893582
GCAM_History_Bio,Former Soviet Union,OtherGrain,2001,508.370589,316.66498,191.705609,60.53893582
GCAM_Hist_Forecast,India,OtherGrain,2001,275.8026352,230.59,45.21263518,19.6073703
GCAM_Hist_Forecast_Bio,India,OtherGrain,2001,275.8026352,230.59,45.21263518,19.6073703
GCAM_History,India,OtherGrain,2001,310.8806274,230.59,80.29062738,34.81964846
GCAM_History_Bio,India,OtherGrain,2001,310.8806274,230.59,80.29062738,34.81964846
GCAM_Hist_Forecast,Japan,OtherGrain,2001,1.022335331,1.03634,-0.014004669,-1.351358557
GCAM_Hist_Forecast_Bio,Japan,OtherGrain,2001,1.022335331,1.03634,-0.014004669,-1.351358557
GCAM_History,Japan,OtherGrain,2001,0.887040017,1.03634,-0.149299983,-14.40646724
GCAM_History_Bio,Japan,OtherGrain,2001,0.887040017,1.03634,-0.149299983,-14.40646724
GCAM_Hist_Forecast,Korea,OtherGrain,2001,1.564140224,0.99856,0.565580224,56.63958338
GCAM_Hist_Forecast_Bio,Korea,OtherGrain,2001,1.564140224,0.99856,0.565580224,56.63958338
GCAM_History,Korea,OtherGrain,2001,1.954272333,0.99856,0.955712333,95.70905436
GCAM_History_Bio,Korea,OtherGrain,2001,1.954272333,0.99856,0.955712333,95.70905436
GCAM_Hist_Forecast,Latin America,OtherGrain,2001,55.4705629,60.65193,-5.181367099,-8.542790146
GCAM_Hist_Forecast_Bio,Latin America,OtherGrain,2001,55.4705629,60.65193,-5.181367099,-8.542790146
GCAM_History,Latin America,OtherGrain,2001,58.54217182,60.65193,-2.109758179,-3.478468334
GCAM_History_Bio,Latin America,OtherGrain,2001,58.54217182,60.65193,-2.109758179,-3.478468334
GCAM_Hist_Forecast,Middle East,OtherGrain,2001,60.27350815,48.34295,11.93055815,24.67900315
GCAM_Hist_Forecast_Bio,Middle East,OtherGrain,2001,60.27350815,48.34295,11.93055815,24.67900315
GCAM_History,Middle East,OtherGrain,2001,101.8319973,48.34295,53.48904725,110.6449798
GCAM_History_Bio,Middle East,OtherGrain,2001,101.8319973,48.34295,53.48904725,110.6449798
GCAM_Hist_Forecast,Southeast Asia,OtherGrain,2001,17.26544751,19.6349,-2.369452492,-12.06755569
GCAM_Hist_Forecast_Bio,Southeast Asia,OtherGrain,2001,17.26544751,19.6349,-2.369452492,-12.06755569
GCAM_History,Southeast Asia,OtherGrain,2001,19.55524858,19.6349,-0.079651418,-0.405662456
GCAM_History_Bio,Southeast Asia,OtherGrain,2001,19.55524858,19.6349,-0.079651418,-0.405662456
GCAM_Hist_Forecast,USA,OtherGrain,2001,91.84142202,63.73783,28.10359202,44.09248326
